pureid,date_earliest_published,date_published,date_eprint_first_online,title,ut_authors,all_authors,orgs,dois,other_links,pagescount,pages,apc_paid_amount,date_created,file_names,other_files,article_number,item_type,year,open_access,keywords,last_modified,import_source,event,journal_title,issn,author_pureids,publisher_other,is_doaj,publisher_journal,linked_dataset_title,linked_dataset_pureid,linked_dataset_doi,linked_dataset_url
264254239,2021-06-12,2021-06-12,,Multi-timescale Microscopy Methods for the Characterization of Fluorescently-labeled Microbubbles for Ultrasound-Triggered Drug Release,"Lajoinie, Guillaume Pierre René | Nawijn, Charlotte Louise | Segers, Tim Joseph | Versluis, Andreas Michael","Berg, Sigrid | Lajoinie, Guillaume | Mørch, Ýrr | Nawijn, Charlotte | Segers, Tim | Snipstad, Sofie | Versluis, Michel | de Lange Davies, Catharina",Biomedical and Environmental Sensorsystems | MESA+ Institute | Max Planck Center | Physics of Fluids | TechMed Centre,https://doi.org/10.3791/62251,http://www.scopus.com/inward/record.url?scp=85109678894&partnerID=8YFLogxK,,,4245.97,2021-08-02 11:24:37.155,Nawijn-2021-Multi-timescale-microscopy-methods-,,e62251,Article,2021,Open,,2024-01-06 19:25:04.864,Scopus,,Journal of visualized experiments : JoVE,1940-087X,3108225 | 3117567 | 3130982 | 196091310,,False,MYJoVE Corporation,,,,
300985503,2023-12-01,2023-12-01,,Droplet microreactor for high-throughput fluorescence-based measurements of single catalyst particle acidity,"Bomer, Johan G. | Odijk, Mathieu | Tiggelaar, Roald M. | Vollenbroek, Jeroen Christiaan | van den Berg, Albert","Bomer, Johan G. | Nieuwelink, Anne-Eva  | Odijk, Mathieu | Tiggelaar, Roald M. | Vollenbroek, Jeroen C. | Weckhuysen, Bert M. | van den Berg, Albert",Biomedical and Environmental Sensorsystems | MESA+ Institute | Mesa+ | Nanolab,https://doi.org/10.1038/s41378-023-00495-2,,11,,4140.56,2023-03-30 08:16:53.078,Article,,39,Article,2023,Open,,2024-03-01 06:11:19.32,,,Microsystems & nanoengineering,2055-7434,3074006 | 3111360 | 3119172 | 3129872 | 3140675,,True,Nature Publishing Group,,,,
283016098,2022-05-23,2022-05-23,2022-05-23,"Systematic characterization of cleanroom-free fabricated macrovalves, demonstrating pumps and mixers for automated fluid handling tuned for organ-on-chip applications","Bossink, Elsbeth Gerjanne Bernadette Maria | Loessberg-Zahl, Joshua Taylor | Odijk, Mathieu | Segerink, Loes Irene | Vollertsen, Anke Ricarda | van der Meer, Andries Dirk","Bossink, Elsbeth G. B. M. | Loessberg-Zahl, Joshua T. | Meer, Andries D. van der | Odijk, Mathieu | Segerink, Loes I. | Vollertsen, Anke R.",Applied Stem Cell Technologies | Biomedical and Environmental Sensorsystems | MESA+ Institute | TechMed Centre,https://doi.org/10.1038/s41378-022-00378-y,,,,3859.9,2022-07-06 10:13:18.975,Bossink-2022-Systematic-characterization-of-clea,,54,Article,2022,Open,,2024-02-10 09:29:16.986,ORCID,,Microsystems & nanoengineering,2055-7434,3027569 | 3059204 | 3089168 | 3105995 | 3119172 | 60520051,,True,Nature Publishing Group,,,,
268158790,2021-10-15,2021-10-15,,Facilitating implementation of organs-on-chips by open platform technology,"Odijk, Mathieu | Vollertsen, Anke Ricarda | de Sá Vivas, Aisen Gabriel | van den Berg, Albert | van der Meer, Andries Dirk","Odijk, Mathieu | Vivas, Aisen | Vollertsen, Anke R. | van Meer, Berend | van den Berg, Albert | van der Meer, Andries D.",Applied Stem Cell Technologies | Biomedical and Environmental Sensorsystems | MESA+ Institute | Max Planck Center | TechMed Centre,https://doi.org/10.1063/5.0063428,http://www.scopus.com/inward/record.url?scp=85117091325&partnerID=8YFLogxK,,,3685.18,2021-11-10 09:02:59.566,Vollertsen-2021-Facilitating-implementation-of-orga,,051301,Review article,2021,Open,,2024-01-06 23:50:19.101,Scopus,,Biomicrofluidics,1932-1058,3027569 | 3041280 | 3074006 | 3105995 | 3119172,,False,American Institute of Physics,,,,
312531089,2023-03-28,2023-03-28,,Oxygen gradient generator to improve in vitro modeling of ischemic stroke,"Bossink, Elsbeth Gerjanne Bernadette Maria | le Feber, Jakob","Bossink, Elsbeth | Kallio, Pasi | Kreutzer, Joose | Santiago, João | le Feber, Joost",Biomedical and Environmental Sensorsystems | Clinical Neurophysiology | MESA+ Institute | TechMed Centre,https://doi.org/10.3389/fnins.2023.1110083,http://www.scopus.com/inward/record.url?scp=85152577581&partnerID=8YFLogxK,,,3670.11,2023-07-18 14:29:50.436,fnins-17-1110083,,1110083,Article,2023,Open,ischemic penumbra | hypoxia | microelectrode arrays (MEAs) | oxygen gradient | in vitro model | ischemic stroke | neuronal cultures,2024-01-03 14:51:41.266,Scopus,,Frontiers in Neuroscience,1662-4548,3021945 | 60520051,,True,Frontiers Research Foundation,,,,
255134692,2021-06-07,2021-06-07,,Anatomy-aided deep learning for medical image segmentation,"Brune, Christoph | Liu, Lu | Veldhuis, Raymond | Wolterink, Jelmer Maarten","Brune, Christoph | Liu, Lu | Veldhuis, Raymond N.J. | Wolterink, Jelmer M.",Applied Analysis | Datamanagement & Biometrics | Digital Society Institute | Mathematics of Imaging & AI | TechMed Centre,https://doi.org/10.1088/1361-6560/abfbf4,,,,3448.5,2021-06-07 13:49:27.299,Article,,11TR01,Review article,2021,Open,UT-Hybrid-D,2024-03-17 02:08:06.48,ORCID,,Physics in medicine and biology,0031-9155,3017802 | 3124471 | 74739046 | 178053516,,False,Institute of Physics (IOP),,,,
275803612,2021-06-09,2021-06-09,,Organosilicon uptake by biological membranes,"Beekman, Pepijn | Enciso Martinez, Agustin | Le Gac, Severine | Otto, Cornelis | Terstappen, Leonardus Wendelinus Mathias Marie","Beekman, Pepijn | Enciso-Martinez, Agustin | Le Gac, Séverine | Otto, Cees | Pujari, Sidharam P. | Terstappen, Leon W.M.M. | Zuilhof, Han T.",Applied Microfluidics for BioEngineering Research | MESA+ Institute | Medical Cell Biophysics | TechMed Centre,https://doi.org/10.1038/s42003-021-02155-5,http://www.scopus.com/inward/record.url?scp=85107437025&partnerID=8YFLogxK,,,3242.8,2022-01-21 15:02:46.485,s42003-021-02155-5,,704,Article,2021,Open,UT-Gold-D,2024-01-05 03:04:37.063,Scopus,,Communications Biology,,3044007 | 3092471 | 3093227 | 3116266 | 3145179,,True,Springer,,,,
277093858,2022-01-03,2022-10-01,2022-01-03,Observing Altered Nociceptive Detection Thresholds in Patients With Persistent Spinal Pain Syndrome Type 2 With a Dorsal Root Ganglion Stimulator,"Berfelo, Tom | Buitenweg, Jan R. | Doll, Robert J.","Berfelo, Tom | Buitenweg, Jan Reinoud | Doll, Robert-Jan | Krabbenbos, Imre Poldino",Biomedical Signals and Systems,https://doi.org/10.1016/j.neurom.2021.10.023,http://www.scopus.com/inward/record.url?scp=85124842913&partnerID=8YFLogxK,9,1006-1014,3060.0,2022-03-02 10:18:45.08,Article,,,Article,2022,Open,generalized linear mixed model | PSPS-T2 patients | 22/1 OA procedure | nociceptive detection threshold | Dorsal root ganglion stimulation | nociceptive processing,2024-01-14 05:42:29.831,Scopus,,Neuromodulation,1094-7159,3091194 | 3123728 | 94495712,,False,Elsevier,,,,
250899463,2021-02-17,2021-02-17,,Foot progression angle estimation using a single foot-worn inertial sensor,"Veltink, Petrus H. | Wouda, Frank | van Beijnum, Bernhard J.F.","Harlaar, Jaap | Jaspar, Stephan L.J.O. | Veltink, Peter H. | Wouda, Frank J. | van Beijnum, Bert-Jan F.",Biomedical Signals and Systems | TechMed Centre,https://doi.org/10.1186/s12984-021-00816-4,,,,2837.45,2021-02-18 11:56:52.648,10.1186_s12984-021-00816-4,,37,Article,2021,Open,,2024-02-29 11:58:39.791,,,Journal of neuroengineering and rehabilitation,1743-0003,3022336 | 3068944 | 291950845,,True,BioMed Central,Data and software underlying the publication: Foot progression angle estimation using a single foot-worn inertial sensor,355520854,10.4121/67b940cb-d316-43c5-82bd-1cf2494bc677,https://data.4tu.nl/datasets/67b940cb-d316-43c5-82bd-1cf2494bc677 | https://data.4tu.nl/datasets/67b940cb-d316-43c5-82bd-1cf2494bc677/1
299844523,2022-01-01,2022-01-01,,A Supervised Learning Framework for Joint Estimation of Angles-of-Arrival and Number of Sources,"Alayón Glazunov, Andrés | Kanters, Noud Benjamin","Alayón Glazunov, Andrés | Kanters, Noud",Radio Systems,https://doi.org/10.1109/ACCESS.2022.3216626,http://www.scopus.com/inward/record.url?scp=85141120886&partnerID=8YFLogxK,14,112086-112099,2724.86,2023-03-17 16:26:59.547,Article,,,Article,2022,Open,Angle-of-arrival estimation | Number of sources detection | Supervised learning | Feedforward neural network,2024-02-23 18:34:34.856,Scopus,,IEEE Access,2169-3536,22914229 | 176434164,,True,IEEE,,,,
293089207,2023-05-29,2023-05-29,,Cognitive Bias Modification Training Targeting Fatigue in Patients With Kidney Disease,"Bode, Christina | Geerts, Jody Amber | Laverman, Gozewijn Dirk | Oosterom, Nicole | Pieterse, Marcel E.","Bode, Christina | Geerts, Jody | Laverman, Goos | Oosterom, Nicole | Pieterse, Marcel | Salemink, Elske | Slegten, Jacqueline | Waanders, Femke","Biomedical Signals and Systems | Digital Society Institute | Psychology, Health & Technology | TechMed Centre",https://doi.org/10.2196/43636,,,,2717.17,2023-01-10 11:04:31.159,Article,,e43636,Article,2023,Open,,2024-01-04 09:41:50.629,ORCID,,JMIR Formative Research,2561-326X,3078611 | 3081942 | 97774057 | 237721301 | 300937458,,True,JMIR Publications,,,,
306438661,2023-04-18,2023-05-01,2023-04-18,Automated assessment of human engineered heart tissues using deep learning and template matching for segmentation and tracking,"Boonen, Tom Mathijs Paulus Maria | Cofino Fabres, Carla | Passier, Petrus Christianus Johannes Josephus | Rivera Arbelaez, José Manuel | Segerink, Loes Irene | Strisciuglio, Nicola | Ten Den, Simone Anouk | Vermeul, Kim | van den Berg, Albert","Boonen, Tom | Cofiño-Fabres, Carla | Dostanic, Milica | Keekstra, Danjel | Mastrangeli, Massimo | Passier, Robert | Ribeiro, Marcelo C. | Rivera-Arbeláez, José M. | Segerink, Loes I. | Strisciuglio, Nicola | Vermeul, Kim | ten Den, Simone A. | van den Berg, Albert",Applied Stem Cell Technologies | Biomedical and Environmental Sensorsystems | Datamanagement & Biometrics | MESA+ Institute | Mesa+ | TechMed Centre,https://doi.org/10.1002/btm2.10513,http://www.scopus.com/inward/record.url?scp=85153269093&partnerID=8YFLogxK,15,,2601.5,2023-05-24 16:40:15.503,Bioengineering Transla Med - 2023 - Rivera‐Arbel ez - Automated assessment of human engineered heart tissues using deep,,e10513,Article,2023,Open,segmentation | deep learning | engineered heart tissues | automated tracking | cardiac performance | contractile force | template matching | sub-pixel interpolation,2024-03-01 06:12:37.305,Scopus,,Bioengineering and Translational Medicine,2380-6761,3059204 | 3074006 | 3090212 | 3112201 | 17112761 | 60520116 | 67475511 | 136834918 | 150907479,,True,Wiley,,,,
280962772,2022-05-24,2022-12-01,2022-05-24,Factors used by general practitioners for referring patients with chronic musculoskeletal pain,"Jansen, Duncan Jurriaan | Prosman, Gert-Jan | Slatman, Eli Sylvester | d'Hollosy, Wendeline","Broeks, Jose | Jansen, Duncan Jurriaan | Mossink, Annemiek | Prosman, Gert-Jan | Slatman, Eli Sylvester | d'Hollosy, Wendy | van der Lugt, Peter","Biomedical Signals and Systems | Datamanagement & Biometrics | Digital Society Institute | Psychology, Health & Technology | TechMed Centre",https://doi.org/10.1186/s12875-022-01743-6,,12,,2595.45,2022-06-02 10:45:03.686,Article,,126,Article,2022,Open,"Chronic musculoskeletal pain | , Referral factors | Semi-structured interviews | General practitioners",2024-01-05 17:32:51.9,,,BMC family practice,1471-2296,3035888 | 39784532 | 136835799 | 206720565,,True,BioMed Central,,,,
287281875,2022-10-05,2022-10-05,,The Limitations of User-and Human-Centered Design in an eHealth Context and How to Move Beyond Them,"Grünloh, Christiane | Ludden, Geke Dina Simone | van Velsen, Lex Stefan","Grünloh, Christiane | Ludden, Geke | Velsen, Lex van",Biomedical Signals and Systems | Communication Science | Interaction Design | TechMed Centre,https://doi.org/10.2196/37341,,,,2532.2,2022-11-01 09:34:46.291,Van-velsen-2022-The-limitations-of-user-and-human-c,,e37341,Article,2022,Open,,2024-03-09 04:38:22.537,ORCID,,Journal of medical internet research,1439-4456,3098467 | 3131923 | 157479776,,True,JMIR Publications,,,,
283184507,2022-05-02,2022-06-15,2022-05-02,Evaluation of a 3D Printed Soft Sensor for Measuring Fingertip Interaction Forces,"Kosmas, Dimitrios | Krijnen, Gijsbertus J.M. | Schouten, Martijn | Veltink, Petrus H. | Wolterink, Gerhard Jan Willem | van Beijnum, Bernhard J.F.","Beijnum, Bert-Jan F. van | Kosmas, Dimitrios | Krijnen, Gijs | Schouten, Martijn | Veltink, Peter H. | Wolterink, Gerjan",Biomedical Signals and Systems | Robotics and Mechatronics | TechMed Centre,https://doi.org/10.1109/JSEN.2022.3171712,,10,11499-11508,2516.87,2022-07-11 14:11:58.491,Article,,,Article,2022,Open,,2024-03-02 18:20:03.533,ORCID,,IEEE sensors journal,1530-437X,3022336 | 3068944 | 3072694 | 17119658 | 46397621 | 237721114,,False,IEEE,,,,
312535763,2023-12-01,2023-12-01,,Patterns of physical activity over time in older patients rehabilitating after hip fracture surgery,"Hegeman, Johannes Hermannus | Hutten, Miriam Marie Rosé | Nijmeijer, Wieke | Voortman, Mischa | Wang, Ying | van Dartel, Dieuwke","Broersma, B. | Brouwer, K. | Folbert, E. C. | Gerrits, T. | Gommers, S. M. | Harperink, A. J.M. | Hegeman, Johannes H. | Hofstra, P. T. | Kemerink op Schiphorst, M. M. | Lammerink-Smienk, N. M. | Luttje, M. P. | Marissen-Heuver, D. K. | Mars, P. M.M. | Nijhuis-Geerdink, M. A.H. | Nijmeijer, W. S. | Oude Luttikhuis, A. H.S. | Oude Weernink, T. M. | Schokker-Viergever, J. | Vermeer, Marloes | Vlaskamp, R. T.J. | Vollenbroek-Hutten, Miriam M.R. | Voortman, M. | Wang, Ying | Woudsma, S. | de Pagter, C. | van Dartel, Dieuwke",Biomedical Signals and Systems | Robotics and Mechatronics | TechMed Centre,https://doi.org/10.1186/s12877-023-04054-2,http://www.scopus.com/inward/record.url?scp=85161994986&partnerID=8YFLogxK,,,2437.03,2023-07-18 15:26:51.062,Article,,373,Article,2023,Open,Older patients | Patterns | Hip fracture rehabilitation | Continuous monitoring | Physical activity,2024-02-01 05:22:57.928,Scopus,,BMC Geriatrics,,3060950 | 3095216 | 17121045 | 53485709 | 190940252 | 247470094,,True,BioMed Central,,,,
267792192,2021-10-26,2021-10-26,,Smoothness metrics for reaching performance after stroke,"Buurke, Jaap Hilbert | Refai, Mohamed Irfan | Scheltinga, Bouke Leonard | Veltink, Petrus H. | van Beijnum, Bernhard J.F.","Bussmann, Hans B.J. | Buurke, Jaap H. | Kwakkel, Gert | Meskers, Carel G.M. | Mohamed Refai, Mohamed Irfan | Saes, Mique | Scheltinga, Bouke L. | Veltink, Peter H. | van Beijnum, Bert-Jan F. | van Kordelaar, Joost | van Wegen, Erwin E.H.",Biomedical Signals and Systems | Digital Society Institute | TechMed Centre,https://doi.org/10.1186/s12984-021-00949-6,,,,2421.82,2021-11-02 21:30:36.898,Mohamed-refai-2021-Smoothness-metrics-for-reaching-per,,154,Article,2021,Open,Smoothness | Simulation analyses | Review | Stroke | Reaching,2024-03-10 07:27:00.922,WOS,,Journal of neuroengineering and rehabilitation,1743-0003,3022336 | 3068944 | 3075273 | 3118460 | 172864360,,True,BioMed Central,,,,
312530446,2023-03-30,2023-03-30,,Dopant network processing units as tuneable extreme learning machines,"Alegre Ibarra, Unai | Bobbert, Peter Arnold | Ruiz, Hans-Christian | van de Ven, Bram | van der Wiel, Wilfred Gerard","Alegre-Ibarra, U. | Bobbert, P. A. | Lemieszczuk, P. J. | Ruiz Euler, H. C. | van de Ven, B. | van der Wiel, W. G.",MESA+ Institute | Nano Electronics,https://doi.org/10.3389/fnano.2023.1055527,http://www.scopus.com/inward/record.url?scp=85153395428&partnerID=8YFLogxK,,,2354.02,2023-07-18 14:22:34.748,fnano-05-1055527,,1055527,Article,2023,Open,reservoir computing | dopant network processing units | material learning | extreme learning machines | unconventional computing,2024-01-02 14:14:52.87,Scopus,,Frontiers in Nanotechnology,,3027144 | 3079121 | 22914270 | 24846632 | 124089736,,True,Frontiers Research Foundation,,,,
312532636,2023-05-15,2023-05-15,,Estimating 3D ground reaction forces in running using three inertial measurement units,"Buurke, Jaap Hilbert | Kok, Joost Nico | Reenalda, Jasper | Scheltinga, Bouke Leonard","Buurke, Jaap H. | Kok, Joost N. | Reenalda, Jasper | Scheltinga, Bouke L.",Biomedical Signals and Systems | Digital Society Institute | MESA+ Institute | TechMed Centre,https://doi.org/10.3389/fspor.2023.1176466,http://www.scopus.com/inward/record.url?scp=85161036105&partnerID=8YFLogxK,11,,2301.8,2023-07-18 14:51:05.51,Article,,1176466,Article,2023,Open,Machine learning | Running | Ensemble model | Ground reaction force | Estimation,2024-01-03 09:44:37.195,Scopus,,Frontiers in Sports and Active Living,,3021665 | 3118460 | 22914256 | 172864360,,True,Frontiers Research Foundation,,,,
286959483,2022-09-01,2022-09-01,,Quantification of Magnetic Nanoparticles in ex vivo Colorectal Lymph Nodes,"Alic, Lejla | Broeders, Ivo Adriaan Maria Johannes | Horstman - van de Loosdrecht, Melissa Mathilde | Molenaar, Lennert | ten Haken, Bernard","Alic, Lejla | Baarlen, Joop van | Broeders, Ivo A. M. J. | Haken, Bennie ten | Lips, Daan J. | Loosdrecht, Melissa M. Horstman van de | Meijerink, Jeroen J. H. J. | Molenaar, Lennert",Magnetic Detection and Imaging | Robotics and Mechatronics | TechMed Centre,https://doi.org/10.1142/S1793984422500064,,,,2296.96,2022-10-24 09:52:31.335,Molenaar-2022-Quantification-of-magnetic-nanopart,,2250006,Article,2022,Open,,2023-06-08 13:41:05.628,ORCID,,Nano LIFE,1793-9844,3112305 | 3113204 | 3129756 | 22913829 | 105167525,,False,World Scientific Press,,,,
312530751,2023-04-17,2023-04-17,,Quantifying and correcting for speed and stride frequency effects on running mechanics in fatiguing outdoor running,"Buurke, Jaap Hilbert | Reenalda, Jasper | Veltink, Petrus H. | Zandbergen, Marit Ariene","Buurke, Jaap H. | Reenalda, Jasper | Veltink, Peter H. | Zandbergen, Marit A.",Biomedical Signals and Systems | Digital Society Institute | TechMed Centre,https://doi.org/10.3389/fspor.2023.1085513,http://www.scopus.com/inward/record.url?scp=85158900106&partnerID=8YFLogxK,13,,2284.0,2023-07-18 14:26:13.739,Article,,1085513,Article,2023,Open,Biomechanics | Endurance | Inertial measurement unit | Marathon | Kinematics | Acceleration,2024-01-02 17:44:16.253,Scopus,,Frontiers in Sports and Active Living,,3021665 | 3068944 | 3118460 | 68796355,,True,Frontiers Research Foundation,,,,
284928769,2022-08-25,2022-09-01,2022-08-25,Label-Free Microfluidic Impedance Cytometry for Acrosome Integrity Assessment of Boar Spermatozoa,"Kruit - van Rossum, Stella-Maria Annette | Olthuis, Wouter | Segerink, Loes Irene | de Bruijn, Douwe Sietse","Broekhuijse, Marleen L.W.J. | Bruijn, Douwe S. de | Kruit, Stella A. | Olthuis, Wouter | Segerink, Loes I.",Biomedical and Environmental Sensorsystems | MESA+ Institute | TechMed Centre,https://doi.org/10.3390/bios12090679,,11,,2263.98,2022-09-02 10:50:41.033,Kruit2022label-free,,679,Article,2022,Open,acrosome integrity | single cell analysis | microfluidic impedance cytometry | spermatozoa,2024-02-17 01:44:16.148,ORCID,,Biosensors,2079-6374,3017054 | 3059204 | 43095109 | 120933406,,True,MDPI,,,,
251555868,2021-02-18,2021-02-18,,Monitoring contractile cardiomyocytes via impedance using multipurpose thin film ruthenium oxide electrodes,"Olthuis, Wouter | Slaats, Rolf Herman | Tanumihardja, Esther | de Bruijn, Douwe Sietse | van den Berg, Albert","Olthuis, Wouter | Slaats, Rolf H. | Tanumihardja, Esther | de Bruijn, Douwe S. | van den Berg, Albert",Applied Stem Cell Technologies | Biomedical and Environmental Sensorsystems | MESA+ Institute | Mesa+ | TechMed Centre,https://doi.org/10.3390/s21041433,http://www.scopus.com/inward/record.url?scp=85100841165&partnerID=8YFLogxK,12,,2217.71,2021-03-08 11:44:04.327,Tanumihardja-2021-Monitoring-contractile-cardiomyocyt,,1433,Article,2021,Open,Ruthenium oxide | Cardiomyocytes | Electrical impedance spectroscopy | UT-Gold-D | Fourier analysis,2024-03-01 06:12:14.921,Scopus,,Sensors (Switzerland),1424-8220,3017054 | 3056825 | 3074006 | 3124134 | 43095109,,True,MDPI,,,,
299627157,2022-12-06,2022-12-06,,COVID-BEHAVE dataset,"Banos Legran, Oresti | Hermens, Hermanus J. | Konsolakis, Konstantinos | Meireles Ferreira Cabrita, Ana Miriam","Banos, Oresti | Cabrita, Miriam | Hermens, Hermie | Konsolakis, Kostas",Biomedical Signals and Systems | TechMed Centre,https://doi.org/10.1038/s41597-022-01856-8,http://www.scopus.com/inward/record.url?scp=85143423353&partnerID=8YFLogxK,,,2201.45,2023-03-15 11:41:31.681,Article,,754,Article,2022,Open,,2024-01-05 11:28:32.455,Scopus,,Scientific Data,2052-4463,3045682 | 3086742 | 3104314 | 19551382,,True,Nature Publishing Group,,,,
283229849,2022-06-27,2022-09-01,2022-06-27,Transferability analysis of adversarial attacks on gender classification to face recognition,"Bassit, Amina | Rezgui, Zohra | Veldhuis, Raymond","Bassit, Amina | Rezgui, Zohra | Veldhuis, Raymond",Datamanagement & Biometrics | Digital Society Institute,https://doi.org/10.1049/bme2.12082,,13,407-419,2178.0,2022-07-13 14:04:11.767,Article,,,Article,2022,Open,Gender classification | Face recognition | Adversarial attacks | Privacy protection,2024-01-05 18:06:21.975,WOS,,IET biometrics,2047-4938,3124471 | 117759951 | 220858134,,True,The Institution of Engineering and Technology,,,,
277336453,2022-01-26,2022-01-26,,Drift-free 3D orientation and displacement estimation for quasi-cyclical movements using one inertial measurement unit,"Buurke, Jaap Hilbert | Reenalda, Jasper | Veltink, Petrus H. | Zandbergen, Marit Ariene | van Middelaar, Robbert Pieter"," Ferla, Romano I. | Buurke, Jaap H. | Reenalda, J. | Veltink, Peter H. | Zandbergen, Marit A. | van Middelaar, Robbert",Biomedical Signals and Systems | Digital Society Institute | TechMed Centre,https://doi.org/10.3390/s22030956,,19,,2160.32,2022-03-09 11:11:50.922,Article,,956,Article,2022,Open,Drift-free | Running | Inertial measurement unit | Cyclical | Orientation | Displacement,2024-02-29 11:47:45.097,WOS,,Sensors (Switzerland),1424-8220,3021665 | 3068944 | 3118460 | 68796355 | 224624709,,True,MDPI,Dataset used for manuscript: Drift-Free 3D Orientation and Displacement (DFOD) estimation for quasi-cyclical movements using one inertial measurement unit: Application to running,355522221,10.4121/18394190,https://data.4tu.nl/articles/_/18394190 | https://data.4tu.nl/articles/_/18394190/1
254609593,2021-05-26,2021-05-26,,"How Are Sports-Trackers Used by Runners? Running-Related Data, Personal Goals, and Self-Tracking in Running","De Freitas Gouveia, Rúben Hugo | Karahanoglu, Armagan | Ludden, Geke Dina Simone | Reenalda, Jasper","De Freitas Gouveia, Rúben Hugo | Karahanoglu, Armagan | Ludden, Geke D.S.  | Reenalda, Jasper",Biomedical Signals and Systems | Interaction Design | TechMed Centre,https://doi.org/10.3390/s21113687 | https://doi.org/10.3390/s21113687,http://www.scopus.com/inward/record.url?scp=85106417728&partnerID=8YFLogxK,,,2160.32,2021-05-26 08:33:08.454,10.3390_s21113687,,3687,Article,2021,Open,Running | Qualitative studies | Running-related data | Goal achievement | Sports tracking,2024-01-03 02:29:07.468,Scopus,,Sensors (Switzerland),1424-8220,3021665 | 3074204 | 3098467 | 136835001,,True,MDPI,,,,
268385894,2021-10-26,2021-10-26,,Fast and Accurate Likelihood Ratio Based Biometric Verification Secure Against Malicious Adversaries,"Bassit, Amina | Hahn, Florian Werner | Kevenaar, Tom  | Peter, Andreas | Veldhuis, Raymond","Bassit, Amina | Hahn, Florian | Kevenaar, Tom | Peeters, Joep | Peter, Andreas | Veldhuis, Raymond","Datamanagement & Biometrics | Semantics, Cybersecurity & Services",https://doi.org/10.1109/TIFS.2021.3122823,http://www.scopus.com/inward/record.url?scp=85118585826&partnerID=8YFLogxK,16,5045-5060,2153.19,2021-11-15 11:26:59.689,Article,,,Article,2021,Open,Servers | Authentication | Biometrics (access control) | Probes | Semi-honest and malicious models | Secure two-party computation | Security | Threshold homomorphic encryption | Protocols | Feature extraction | Biometric verification,2024-02-11 04:45:59.398,Scopus,,IEEE transactions on information forensics and security,1556-6013,3124471 | 3131042 | 31494069 | 117759843 | 117759951,,False,IEEE,,,,
266668474,2021-10-11,2021-10-11,2021-10-11,Statistical Time-Domain Analysis of Equipment in Low-Voltage Networks,"Hartman, Thomas Hendrikus Franciscus | Leferink, Franciscus Bernardus Johannes | Moonen, Dominicus Johannes Guilielmus | ten Have, Bas","Hartman, Tom H.F. | Leferink, Frank | Moonen, Niek | ten Have, Bas",Digital Society Institute | Power Electronics,https://doi.org/10.1109/LEMCPA.2021.3119256,,4,,2136.1,2021-10-12 10:57:13.076,Article,,,Article,2021,Open,Static energy meter (SM) | Non-linear | Equipment survey | Electromagnetic interference | Time-domain,2022-12-20 16:25:37.266,,,IEEE Letters on Electromagnetic Compatibility Practice and Applications,2637-6423,3036699 | 3093106 | 3123256 | 46397546,,False,IEEE,,,,
288833725,2022-12-06,2022-12-06,2022-12-06,Channel Contribution In Deep Learning Based Automatic Sleep Scoring – How Many Channels Do We Need?,"Englebienne, Gwenn | Lu, Changqing | Pathak, Shreyasi | Seifert, Christin","Englebienne, Gwenn | Lu, Changqing | Pathak, Shreyasi | Seifert, Christin",Datamanagement & Biometrics | Digital Society Institute | Human Media Interaction | Mathematics of Operations Research | TechMed Centre,https://doi.org/10.1109/TNSRE.2022.3227040,,12,494-505,2120.91,2022-12-12 14:41:09.381,Article,,,Article,2022,Open,Deep Learning | EMG | EEG | Channel contribution | Multi-channel multi-modal sleep scoring | EOG,2024-02-08 16:20:06.029,,,IEEE transactions on neural systems and rehabilitation engineering,1534-4320,3144666 | 21212318 | 60520600 | 220857895,,True,IEEE,,,,
297108398,2023-02-15,2023-02-15,,Nanoparticle Printing for Microfluidic Applications:,"Broccoli, Alessia | Odijk, Mathieu | Vollertsen, Anke Ricarda | van den Berg, Albert","Broccoli, Alessia | Odijk, Mathieu | Roels, Pauline | Vollertsen, Anke R. | van Vugt, Aaike  | van den Berg, Albert",Applied Stem Cell Technologies | Biomedical and Environmental Sensorsystems | MESA+ Institute | TechMed Centre,https://doi.org/10.3390/mi14020453,,16,,2102.18,2023-02-16 13:12:20.388,Article,,453,Article,2023,Open,Surface-enhanced Raman spectroscopy | Bipolar electrodes | Nanoparticle deposition | Microfluidic device,2024-03-01 06:11:52.667,,,Micromachines,2072-666X,3074006 | 3105995 | 3119172 | 91407980,,True,MDPI,,,,
285886348,2022-09-26,2022-12-01,2022-09-26,Susceptibility of Static Energy Meters due to Amplifier Clipping Caused by a Rogowski Coil,"Grootjans, Roelof | Hartman, Thomas Hendrikus Franciscus | Leferink, Franciscus Bernardus Johannes | Moonen, Dominicus Johannes Guilielmus | ten Have, Bas","Dijkstra, Johan | Grootjans, Roelof | Hartman, Tom H.F. | Leferink, Frank | Moonen, Niek | ten Have, Bas",Digital Society Institute | Power Electronics,https://doi.org/10.1109/TEMC.2022.3204391,,9,2024-2032,2083.3,2022-09-27 12:03:36.618,Hartmann2022Susceptibility,,,Article,2022,Open,Static energy meter (SM) | Electromagnetic Interference (EMI) | Pulsed currents | Clipping | Nonlinear equipment | Conducted | Phase firing angle | Amplifier | Rogowski coil,2024-01-02 21:26:13.344,,,IEEE transactions on electromagnetic compatibility,0018-9375,3036699 | 3093106 | 3123256 | 46397546 | 130412495,,False,IEEE,,,,
