pureid,date_earliest_published,date_published,date_eprint_first_online,title,ut_authors,all_authors,orgs,dois,other_links,pagescount,pages,apc_paid_amount,date_created,file_names,other_files,article_number,item_type,year,open_access,keywords,last_modified,import_source,event,journal_title,issn,author_pureids,publisher_other,is_doaj,publisher_journal,linked_dataset_title,linked_dataset_pureid,linked_dataset_doi,linked_dataset_url
349135683,2023-12-30,2023-12-30,,Wi-Gitation: Replica Wi-Fi CSI Dataset for Physical Agitation Activity Recognition,"Braakman - Jansen, Louise Marie Antoinette | Havinga, Paul J.M. | Klein Brinke, Jeroen | Le Viet Duc, Duc Viet | Sharma, Nikita","Brinke, Jeroen Klein | Havinga, Paul J. M. | Jansen, L. M. A. Braakman | Le, Duc V. | Sharma, Nikita","Digital Society Institute | Pervasive Systems | Psychology, Health & Technology",https://doi.org/10.3390/data9010009,,,,0.0,2024-01-17 21:15:31.122,data-09-00009-v3,,9,Article,2023,Open,,2024-02-25 23:30:46.049,ORCID,,Data,2306-5729,3014255 | 3063877 | 3138224 | 74739015 | 124089841,,True,MDPI,,,,
349131033,2023-07-27,2023-07-27,,Editorial,"van Erp, Johannes Bernardus Fransiscus","Gerling, Gregory J. | Jewitt, Carey | MacLean, Karon E. | Toet, Alexander | Van Erp, Jan B.F.",Human Media Interaction,https://doi.org/10.3389/fcomp.2023.1255784,http://www.scopus.com/inward/record.url?scp=85167576553&partnerID=8YFLogxK,3,,0.0,2024-01-17 16:40:55.72,Article,,1255784,Editorial,2023,Open,affective touch | haptics | social touch | C-tactile (CT) afferents | skin-hunger | mediated communication,2024-02-01 07:16:04.196,Scopus,,Frontiers in Computer Science,2624-9898,3129396,,True,Frontiers Research Foundation,,,,
349130850,2023-03-10,2023-03-10,,Robustness of Physiological Synchrony in Wearable Electrodermal Activity and Heart Rate as a Measure of Attentional Engagement to Movie Clips,"Stuldreher, Ivo Vincent | van Erp, Johannes Bernardus Fransiscus","Brouwer, Anne-Marie | Stuldreher, Ivo V. | van Erp, Jan B.F.",Human Media Interaction,https://doi.org/10.3390/s23063006,http://www.scopus.com/inward/record.url?scp=85151226612&partnerID=8YFLogxK,15,,0.0,2024-01-17 16:35:24.9,Article,,3006,Article,2023,Open,electrodermal activity | EDA | inter-subject correlations | physiological synchrony | attentional synchrony | heart rate,2024-02-01 07:16:03.365,Scopus,,Sensors,1424-8220,3129396 | 152382506,,True,MDPI,,,,
349130747,2023-01-01,2023-01-01,,Effects of Multisensory Contexts on Tofu and Soy Sauce Evaluation and Consumption,"Stuldreher, Ivo Vincent | van Erp, Johannes Bernardus Fransiscus","Brouwer, Anne-Marie | Hiraguchi, Haruka | Hogervorst, Maarten A. | Stuldreher, Ivo V. | Toet, Alexander | Velut, Sebastien | Zandstra, Elizabeth H. | van Erp, Jan B.F. | van Os, Demi | van der Burg, Erik",Digital Society Institute | Human Media Interaction,https://doi.org/10.3390/Foods2023-15059,,6,,0.0,2024-01-17 16:32:02.36,Article,,,Article,2023,Open,food consumption | food evaluation | multisensory context | vegetarian,2024-03-04 11:23:11.076,,,Biology and Life Sciences Forum,2673-9976,3129396 | 152382506,,True,MDPI,,,,
349129493,2023-11-09,2023-12-01,2023-11-09,Understanding the combined effects of sleep deprivation and acute social stress on cognitive performance using a comprehensive approach,"Bottenheft, Charelle | Stuldreher, Ivo Vincent | van Erp, Johannes Bernardus Fransiscus","Bottenheft, Charelle | Brouwer, Anne-Marie | Groen, Eric | Hogenelst, Koen | Kleemann, Robert | Stuldreher, Ivo | van Erp, Jan",Human Media Interaction,https://doi.org/10.1016/j.bbih.2023.100706,http://www.scopus.com/inward/record.url?scp=85177782435&partnerID=8YFLogxK,13,,0.0,2024-01-17 16:03:01.753,Article,,100706,Article,2023,Open,Cognition | Social stress | Psychophysiology | UT-Gold-D | Inflammation | Sleep deprivation,2024-02-01 07:16:02.874,Scopus,,"Brain, Behavior, and Immunity - Health",,3129396 | 152382506 | 171416441,,True,Elsevier,,,,
349129235,2023-03-23,,2023-03-23,Effects of heat load and hypobaric hypoxia on cognitive performance,"Bottenheft, Charelle | van Erp, Johannes Bernardus Fransiscus","Bottenheft, Charelle | Groen, Eric L. | Houben, Mark M.J. | Kingma, Boris R.M. | Mol, Douwe | Valk, Pierre J.L. | van Erp, Jan B.F.",Human Media Interaction,https://doi.org/10.1080/00140139.2023.2190062,http://www.scopus.com/inward/record.url?scp=85150980821&partnerID=8YFLogxK,17,1-17,0.0,2024-01-17 15:55:44.452,Article,,,Article,2023,Open,Cognition | Heat load | UT-Hybrid-D | Interactions | Stressors | Hypobaric hypoxia,2024-02-01 07:16:03.764,Scopus,,Ergonomics,0014-0139,3129396 | 171416441,,False,Taylor & Francis,,,,
349094911,2024-01-10,,2024-01-10,On the resilience of cellular networks,"Bayhan, Suzan | Rangel Carneiro Magalhaes, Syllas | Stegehuis, Clara | Weedage, Lotte","Bayhan, Suzan | Rangel Carneiro Magalhaes, Syllas | Stegehuis, Clara | Weedage, Lotte",Design and Analysis of Communication Systems | Mathematics of Operations Research,https://doi.org/10.1109/TNSM.2024.3352168,,13,,0.0,2024-01-16 17:01:58.034,Article,,,Article,2024,Embargoed,2024 OA procedure,2024-02-01 06:55:01.551,,,IEEE transactions on network and service management,1932-4537,108997088 | 136834846 | 220857945 | 252028581,,False,IEEE,,,,
348857467,2024-01-01,2024-01-01,,ODESA: Load-Dependent Edge Server Activation for Lower Energy Footprint,"Bayhan, Suzan | Mr. Gómez Mora, Blas","Bayhan, Suzan | Coronado, Estefanía | Garrido,  Antonio     | Gómez, Blas | Villalon, Jose",Design and Analysis of Communication Systems | Digital Society Institute,,,,,0.0,2024-01-15 20:47:03.031,,,,Paper,2024,None,,2024-02-02 13:33:42.228,,"25th IEEE Wireless Communications & Networking Conference, WCNC 2024",,,136834846 | 285499393,,Not set,,,,,
347726981,2023-11-01,,2023-11-01,Nudges to mitigate confirmation bias during web search on debated topics: support vs. manipulation,"Theune, Mariet","Draws, Tim | Rieger, Alisa | Theune, Mariet | Tintarev, Nava",Digital Society Institute | Human Media Interaction,https://doi.org/10.1145/3635034,,27,,0.0,2024-01-09 21:15:09.815,Article,,,Article,2023,Open,,2024-02-01 05:22:41.873,,,ACM transactions on the web,1559-1131,3031664,,False,Association for Computing Machinery,,,,
347709404,2023-11-13,2023-11-13,,Special Session-Non-Volatile Memories,"Chen, Kuan-Hsun","Bauer, Lars | Castrillon, Jeronimo | Chen, Jian Jia | Chen, Kuan Hsun | Cheng, Hsiang Yun | De Lima, Joao Paulo C. | Farzaneh, Hamid | Hakert, Christian | Henkel, Jorg | Khan, Asif Ali | Mayahinia, Mahta | Siddhu, Lokesh | Tahoori, Mehdi | Teich, Jurgen | Wildermann, Stefan | Yang, Chia Lin",Computer Architecture Design and Test for Embedded Systems | Digital Society Institute,,http://www.scopus.com/inward/record.url?scp=85180369961&partnerID=8YFLogxK,10,11-20,0.0,2024-01-09 13:28:32.668,Special_Session_-_Non-Volatile_Memories_Challenges_and_Opportunities_for_Embedded_System_Architectures_with_Focus_on_Machine_Learning_Applications,,,Conference contribution,2023,Embargoed,Machine Learning | Non Volatile Memories | 2024 OA procedure | Design Space Exploration | Compute In Memory,2024-02-01 07:12:17.367,Scopus,"2023 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems, CASES 2023",,,265166064,IEEE,Not set,,,,,
347702311,2024-03-01,2024-03-01,,Smile mimicry smoothens human-virtual human interactions,"Fasya, Evania Lina | Heylen, Dirk K.J.","Bos, Esther van den | Fasya, Evania L. | Heylen, Dirk K.J. | Kret, Mariska E.",Digital Society Institute | Human Media Interaction,https://doi.org/10.1016/j.ijhcs.2023.103182,,,,0.0,2024-01-09 11:07:51.772,Article,,103182,Article,2024,Open,Emotional expression | UT-Hybrid-D | Social interaction | Social evaluation | Virtual agents,2024-02-29 16:23:48.034,ORCID,,International journal of human-computer studies,1071-5819,3037534 | 220859532,,False,Academic Press,,,,
346602438,2023-01-01,2023-01-01,,Using Reinforcement Learning for Per-Instance Algorithm Configuration on the TSP,"Rook, Jeroen | Trautmann, Heike","Bossek, Jakob | Heins, Jonathan | Preuß, Oliver Ludger | Rook, Jeroen | Seiler, Moritz Vinzent | Trautmann, Heike",Datamanagement & Biometrics,https://doi.org/10.1109/SSCI52147.2023.10372008,,8,361-368,0.0,2024-01-03 13:36:27.235,Article,,,Conference contribution,2023,Embargoed,2024 OA procedure | Per-Instance algorithm configuration | Traveling salesperson problem | Reinforcement learning,2024-02-26 15:51:49.77,Ieee,"IEEE Symposium Series on Computational Intelligence,SSCI 2023",,,253168129 | 265615393,IEEE,Not set,,,,,
346573557,2023-11-30,2023-11-30,,Co-attention-Based Pairwise Learning for&nbsp;Author Name Disambiguation,"Wang, Shenghui","Koopman, Rob | Li, Qiuke | Wang, Shenghui",Digital Society Institute | Human Media Interaction,https://doi.org/10.1007/978-981-99-8088-8_21,http://www.scopus.com/inward/record.url?scp=85180151651&partnerID=8YFLogxK,10,240-249,0.0,2024-01-03 10:08:22.536,Article,,,Conference contribution,2023,Embargoed,Explainable machine learning | Feature Integration | Attention mechanisms | 2024 OA procedure | Author name disambiguation,2024-02-01 07:16:54.518,Scopus,"25th International Conference on Asia-Pacific Digital Libraries, ICADL 2023",,,149955026,Springer,Not set,,,,,
344855133,2023-01-01,2023-01-01,,Using Autoepistemic Logics for Understandable and Flexible User-Models,"Heylen, Dirk K.J. | Wolff, Johanna | van Riemsdijk, Maria Birna","Boer, Victor De | Heylen, Dirk | Riemsdijk, M Birna Van | Wolff, Johanna",Digital Society Institute | Human Media Interaction,,http://www.scopus.com/inward/record.url?scp=85171626440&partnerID=8YFLogxK,4,133-136,0.0,2023-12-22 13:28:47.592,short5,,,Conference contribution,2023,Open,Shared mental models | Behavior support agent | User-Model | Autoepistemic logic,2024-01-08 00:07:56.053,Bibtex,"21st International Workshop on Nonmonotonic Reasoning, NMR 2023",,,3030856 | 3037534 | 286287014,,Not set,,,,,
344854993,2023-06-01,2023-06-01,,What Can I Do to Help You?,"van Riemsdijk, Maria Birna","Riemsdijk, M. Birna Van | Tielman, Myrthe L. | Winikoff, Michael",Digital Society Institute | Human Media Interaction,https://doi.org/10.3233/FAIA230082,,14,168-181,0.0,2023-12-22 13:21:44.043,FAIA-368-FAIA230082,,,Conference contribution,2023,Open,formal framework | behavior change | behavior trees,2024-01-08 00:07:56.03,Bibtex,HHAI 2023,,,3030856,IOS,Not set,,,,,
344854874,2023-06-01,2023-06-01,,Acquiring Semantic Knowledge for User Model Updates via Human-Agent Alignment Dialogues,"Heylen, Dirk K.J. | van Riemsdijk, Maria Birna","Chen, Pei-Yu | Heylen, Dirk K.J. | Jonker, Catholijn M. | Riemsdijk, M. Birna Van | Tielman, Myrthe L.",Digital Society Institute | Human Media Interaction,https://doi.org/10.3233/FAIA230077,,15,93-107,0.0,2023-12-22 13:19:28.04,FAIA-368-FAIA230077,,,Conference contribution,2023,Open,Human-agent alignment | Dialogue | User modelling | Behaviour support technology | Values | Conversational agents,2024-01-08 00:07:55.977,Bibtex,HHAI 2023,,,3030856 | 3037534,IOS,Not set,,,,,
344854617,2023-10-01,2023-10-01,,Using psychological characteristics of situations for social situation comprehension in support agents,"Kola, Ilir | van Riemsdijk, Maria Birna","Jonker, Catholijn M. | Kola, Ilir | Riemsdijk, M. Birna van",Digital Society Institute | Human Media Interaction,https://doi.org/10.1007/s10458-023-09605-w,http://www.scopus.com/inward/record.url?scp=85156200010&partnerID=8YFLogxK,,,0.0,2023-12-22 13:09:59.465,s10458-023-09605-w,,24,Article,2023,Open,UT-Hybrid-D,2024-02-12 05:14:49.771,RIS,,Autonomous agents and multi-agent systems,1573-7454,3030856 | 254435174,,False,Springer,,,,
344601827,2023-05-04,2023-05-04,,The many facets of trust,"Guizzardi, Giancarlo | Guizzardi - Silva Souza, Renata | Prince Sales, Tiago","Amaral, Glenda | Baratella, Riccardo | Guizzardi, Giancarlo | Guizzardi - Silva Souza, Renata | Prince Sales, Tiago","Digital Society Institute | Industrial Engineering & Business Information Systems | Semantics, Cybersecurity & Services",,,15,,0.0,2023-12-20 15:58:23.8,The Many Facets of Trust,,,Chapter,2023,Open,2023 OA procedure,2023-12-20 15:58:23.8,,"13th International Conference on Formal Ontology in Information Systems, FOIS 2023",,,3101808 | 3122121 | 283842475,IOS,Not set,,,,,
344600773,2023-05-23,2023-05-23,,Evaluating Process Efficiency with Data Envelopment Analysis,"Ferreira Pires, Luis | Guizzardi - Silva Souza, Renata","Guizzardi - Silva Souza, Renata | Kerkhof, Rutger | Pires, Luís Ferreira","Digital Society Institute | Industrial Engineering & Business Information Systems | Semantics, Cybersecurity & Services",https://doi.org/10.1007/978-3-031-33080-3_18,http://www.scopus.com/inward/record.url?scp=85163366446&partnerID=8YFLogxK,17,291-307,0.0,2023-12-20 15:21:02.326,Article,,,Conference contribution,2023,Open,Process efficiency | Car dealerships | Data envelopment analysis,2024-02-07 14:43:19.38,Scopus,"17th International Conference on Research Challenges in Information Science, RCIS 2023",,,3101808 | 3109889,Springer Nature,Not set,,,,,
344600399,2023-07-22,2023-12-01,2023-07-22,An ontology-based approach to engineering ethicality requirements,"Guizzardi, Giancarlo | Guizzardi - Silva Souza, Renata | Moura Amaral, Glenda Carla","Guizzardi, Giancarlo | Guizzardi - Silva Souza, Renata | Moura Amaral, Glenda Carla | Mylopoulos, John","Digital Society Institute | Industrial Engineering & Business Information Systems | Semantics, Cybersecurity & Services | University College Twente",https://doi.org/10.1007/s10270-023-01115-3,http://www.scopus.com/inward/record.url?scp=85165614536&partnerID=8YFLogxK,27,1897-1923,0.0,2023-12-20 15:12:32.795,An ontology-based,,,Article,2023,Open,Ethicality requirements | Requirements elicitation and analysis | UT-Hybrid-D | Ethical systems | Foundational ontologies | Ontological analysis,2024-01-03 15:48:54.498,Scopus,,Software and systems modeling,1619-1366,3101808 | 3122121 | 298307119,,False,Springer,,,,
344571340,2023-10-19,2023-10-19,,Het ontsluiten van de fascinerende geheimen van cryptografie,"Veugen, Peter Joannes Matthias","Veugen, Thijs","Semantics, Cybersecurity & Services",,,49,,0.0,2023-12-20 09:39:37.673,inaugural-booklet-professor-thijs-veugen-thursday-19-october-2023,,,Inaugural speech,2023,Open,,2023-12-20 09:39:37.673,,,,,283505385,University of Twente,Not set,,,,,
344440658,2024-01-19,2024-01-19,,Physiological synchrony in brain and body as a measure of attentional engagement,"Stuldreher, Ivo Vincent","Stuldreher, Ivo Vincent",Digital Society Institute | Human Media Interaction,https://doi.org/10.3990/1.9789036559379,,250,,0.0,2023-12-19 10:48:35.268,Ivo Stuldreher - 2024 - Physiological synchrony in brain and body as a measure of attentional engagement,,,"PhD Thesis - Research external, graduation UT",2024,Open,,2024-03-04 11:23:11.057,,,,,152382506,University of Twente,Not set,,,,,
344413957,,,,Assessing Factory’s Industry 4.0 Readiness,"Anbalagan, Sabari Nathan | Bemthuis, Rob Henk | Havinga, Paul J.M. | Schwarz, Melissa Meredith","Anbalagan, Sabari Nathan | Bemthuis, R.H. | Havinga, Paul J.M. | Schwarz, Melissa ",Applied Mechanics | Applied Mechanics & Data Analysis | Digital Society Institute | Pervasive Systems,,,,,0.0,2023-12-18 19:41:04.736,ISM_2023___Sabari_v3,,,Conference article,2023,Open,,2024-02-20 08:50:32.077,,ISM 2023 International Conference on Industry 4.0 and Smart Manufacturing,Procedia computer science,1877-0509,3014255 | 21211933 | 31067465 | 39784447,,False,Elsevier,,,,
344287783,2023-11-08,2023-11-08,,Desdobramentos da Implementação da Rede GO FAIR Agro Brasil no Biênio 2021-2023,"Miranda Soares, Filipi","Aquino, Krisley | Bertin, Patrícia | Bezerra, Gabriel | Corrêa, Fernando | Cruz, Pedro | Cruz, Sérgio | Drucker, Debora | Ferreira, Ana | Marassi, Leandro | Miranda Soares, Filipi | Telles, Milena","Semantics, Cybersecurity & Services",https://doi.org/10.5753/sbiagro.2023.26570,https://sol.sbc.org.br/index.php/sbiagro/article/view/26570,8,,0.0,2023-12-18 09:39:31.937,26570-2162-21944-1-10-20231212,,,Conference contribution,2023,Open,,2024-01-26 09:48:07.909,ORCID,14th Brazilian Congress of Agroinformatics,,,283505458,,Not set,,,,,
344287307,,,,RSA-INR,"Brune, Christoph | Dummer, Sven | Strisciuglio, Nicola","Brune, Christoph | Dummer, Sven | Strisciuglio, Nicola",Datamanagement & Biometrics | Digital Society Institute | Mathematics of Imaging & AI | TechMed Centre,,,26,1-26,0.0,2023-12-18 09:28:40.456,2305.12854,,,Preprint,2023,None,Neural Networks | Riemannian geometry | Computer graphics | Diffeomorphic registration | Shapes,2023-12-18 10:01:21.785,,,,,3017802 | 136834918 | 265166358,ArXiv.org,Not set,,,,,
343971549,2023-11-14,2023-11-14,,Neutron Radiation Tests of the NEORV32 RISC-V SoC on Flash-Based FPGAs,"Alachiotis, Nikolaos | Ottavi, Marco","Alachiotis, Nikolaos | Böhmer, Kevin | Cazzaniga, Carlo | Forlin, Bruno | Furano, Gianluca | Ottavi, Marco | Rech, Paolo",Computer Architecture Design and Test for Embedded Systems | Digital Society Institute,https://doi.org/10.1109/DFT59622.2023.10313556,http://www.scopus.com/inward/record.url?scp=85179010788&partnerID=8YFLogxK,,,0.0,2023-12-16 06:49:41.446,,,,Conference contribution,2023,Closed,Fault Tolerance | Flash-based FPGA | RISC-V | NLA | NEORV32 | Radiation Testing | Redundancy | Soft-Processor,2024-01-06 08:38:48.09,Scopus,"36th IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems, DFT 2023",,,196091272 | 256429677,IEEE,Not set,,,,,
343860979,2023-03-07,2023-03-07,,GridShield—Optimizing the Use of Grid Capacity during Increased EV Adoption,"Hoogsteen, Gerwin | Varenhorst, Ivo","Hoogsteen, Gerwin | Janssen, Stan | Varenhorst, Ivo A.M. | Zweistra, Marisca | van Sambeek, Hanna L.",Computer Architecture Design and Test for Embedded Systems | Digital Society Institute | Mathematics of Operations Research,https://doi.org/10.3390/wevj14030068,http://www.scopus.com/inward/record.url?scp=85150969740&partnerID=8YFLogxK,15,,0.0,2023-12-15 12:25:28.629,wevj-14-00068,,68,Article,2023,Open,energy network | load management | energy security | smart charging | electric vehicles | charging infrastructure,2024-01-05 14:09:03.961,Scopus,"35th International Electric Vehicle Symposium and Exhibition, EVS 2022",World Electric Vehicle Journal,2032-6653,3099014 | 284889532,,True,The World Electric Vehicle Association (WEVA),,,,
338568875,2023-12-07,2023-12-07,,E2ENet: Dynamic Sparse Feature Fusion for Accurate and Efficient 3D Medical Image Segmentation,"Mocanu, Elena | Wu, Boqian | van Keulen, Maurice","Keulen, Maurice Van | Liu, Shiwei | Mocanu, Decebal Constantin | Mocanu, Elena | Pechenizkiy, Mykola | Wu, Boqian | Xiao, Qiao | Yin, Lu",Datamanagement & Biometrics | Digital Society Institute | TechMed Centre,https://doi.org/10.48550/arXiv.2312.04727,,20,,0.0,2023-12-14 09:36:28.154,2312.04727v1,,,Preprint,2023,Open,Sparse Training | Image segmentation | Deep Neural Networks | 3D medical image,2024-01-01 05:28:27.596,ArXiv,,,,3016753 | 94496067 | 286344596,ArXiv.org,Not set,,,,,
331872707,2023-12-01,2023-12-01,,Mathematical Camera Array Optimization for Face 3D Modeling Application,"Alsadik, Bashar Saleem Abbas | Dadrass Javan, Farzaneh | Spreeuwers, Lieuwe Jan","Alsadik, Bashar | Dadrass Javan, Farzaneh | Manterola, Nahuel | Spreeuwers, Luuk",Datamanagement & Biometrics | Department of Earth Observation Science | Digital Society Institute | Faculty of Geo-Information Science and Earth Observation | UT-I-ITC-ACQUAL,https://doi.org/10.3390/s23249776,http://www.scopus.com/inward/record.url?scp=85180650670&partnerID=8YFLogxK,24,,0.0,2023-12-12 14:40:20.845,sensors-23-09776,,9776,Article,2023,Open,ITC-ISI-JOURNAL-ARTICLE | Photogrammetry | optimization | Camera network | face recognition | ITC-GOLD | 3D model,2024-03-01 06:18:49.222,Scopus,,Sensors,1424-8220,3027512 | 3102164 | 220858394,,True,MDPI,,,,
331660639,2023-07-25,,2023-07-25,Evaluating the Effectiveness of Take it Personal!+ in People With Mild Intellectual Disability or Borderline Intellectual Functioning and Substance Use Disorder,"van der Nagel, Johanna Elisabeth Laetitia","Didden, Robert | Gosens, Lotte C.F. | Onghena, Patrick | Otten, Roy | Poelen, Evelien A.P. | Schellekens, Arnt F.A. | VanDerNagel, Joanneke E.L. | de Jonge, Jannet M.",Human Media Interaction | TechMed Centre,https://doi.org/10.1016/j.beth.2023.07.007,http://www.scopus.com/inward/record.url?scp=85173235637&partnerID=8YFLogxK,16,,0.0,2023-12-11 13:05:45.906,Article,,,Article,2023,Open,Cognitive-behavioral therapy | UT-Hybrid-D | Multiple baseline design | Substance use disorder | Intellectual disabilities | Motivational interviewing,2024-01-19 09:37:44.335,Scopus,,Behavior Therapy,0005-7894,27264981,,False,Elsevier,,,,
331660510,2023-09-12,2023-09-12,,"Using the Recovery Capital Model to Explore Barriers to and Facilitators of Recovery in Individuals with Substance Use Disorder, Psychiatric Comorbidity and Mild-to-Borderline Intellectual Disability","van Weeterloo, Esther | van der Nagel, Johanna Elisabeth Laetitia","Dijkstra, Boukje A.G. | Pars, Esther | Schellekens, Arnt F.A. | VanDerNagel, Joanne E.L.",Human Media Interaction,https://doi.org/10.3390/jcm12185914,,,,0.0,2023-12-11 13:05:25.561,Article,,5914,Article,2023,Open,addiction | intellectual disability | mental illness | recovery capital | comorbidity,2024-01-01 15:36:33.159,Scopus,,Journal of Clinical Medicine,2077-0383,27264981 | 305153014,,True,MDPI,,,,
331232694,2023-08-28,2023-08-28,,Towards Dependable RISC-V Cores for Edge Computing Devices,"Ottavi, Marco","Aasma, Allan | Cassano, Luca | Kritikakou, Angeliki | Kulmala, Ari | Lukkarila, Jari | Nikiema, Pegdwende Romaric | Ottavi, Marco | Palumbo, Alessandro | Psiakis, Rafail | Traiola, Marcello",Computer Architecture Design and Test for Embedded Systems,https://doi.org/10.1109/IOLTS59296.2023.10224862,http://www.scopus.com/inward/record.url?scp=85171622686&partnerID=8YFLogxK,7,,0.0,2023-12-08 10:46:46.324,Article,,,Conference contribution,2023,Open,Lockstep Dual Core | Recovery | Microarchitectural Side-Channel Attacks | RISC-V | RoT | Security Checker | OpenTitan | Post-Quantum Cryptography | Safety | 2023 OA procedure | Secure Boot | Security | CRYSTALS-Dilithium | Hardware Trojan Horses | PQC,2024-03-03 00:01:00.39,Scopus,"29th IEEE International Symposium on On-Line Testing and Robust System Design, IOLTS 2023",,,256429677,IEEE,Not set,,,,,
330979007,2023-01-01,2023-01-01,,Template Recovery Attack on Homomorphically Encrypted Biometric Recognition Systems with Unprotected Threshold Comparison,"Bassit, Amina | Hahn, Florian Werner | Kelly, Una Maria | Peter, Andreas | Rezgui, Zohra | Veldhuis, Raymond","Bassit, Amina | Hahn, Florian | Kelly, Una M.  | Peter, Andreas | Rezgui, Zohra | Veldhuis, Raymond","Datamanagement & Biometrics | Digital Society Institute | Semantics, Cybersecurity & Services",,,,,0.0,2023-12-06 12:41:00.057,,,,Conference contribution,2023,None,NLA,2024-01-01 05:35:23.203,,"IEEE International Joint Conference on Biometrics, IJCB 2023",,,3124471 | 3131042 | 17117244 | 117759843 | 117759951 | 220858134,,Not set,,,,,
330978892,2023-01-01,2023-01-01,,Remote Cancelable Biometric System for Verification and Identification Applications,"Bassit, Amina | Veldhuis, Raymond","Bassit, Amina | Marcel, Sébastien | Otroshi Shahreza, Hatef | Veldhuis, Raymond",Datamanagement & Biometrics | Digital Society Institute,,,,,0.0,2023-12-06 12:36:10.831,,,,Conference contribution,2023,None,NLA,2024-01-01 05:17:25.642,,"22nd International Conference of the Biometrics Special Interest Group, BIOSIG 2023",,,3124471 | 117759951,IEEE,Not set,,,,,
330978572,2023-12-07,,2023-12-07,Improved Multiplication-Free Biometric Recognition under Encryption,"Bassit, Amina | Hahn, Florian Werner | Peter, Andreas | Veldhuis, Raymond","Bassit, Amina | Hahn, Florian | Peter, Andreas | Veldhuis, Raymond","Datamanagement & Biometrics | Digital Society Institute | Semantics, Cybersecurity & Services",https://doi.org/10.1109/TBIOM.2023.3340306,,11,,0.0,2023-12-06 12:25:48.143,Article,,,Article,2023,Open,2024 OA procedure,2024-02-01 05:28:10.948,,,"IEEE Transactions on Biometrics, Behavior, and Identity Science",,3124471 | 3131042 | 117759843 | 117759951,,False,IEEE,,,,
330973958,2023-05-12,2023-05-12,,Application-level performance of cross-layer scheduling for social VR in 5G,"Dimitrovski, Toni | van den Berg, Hans Leo","Dimitrovski, T. | Du, Z. | Litjens, R. | van den Berg, J.L.",Design and Analysis of Communication Systems,https://doi.org/10.1109/WCNC55385.2023.10118957,http://www.scopus.com/inward/record.url?scp=85159781371&partnerID=8YFLogxK,6,,0.0,2023-12-06 10:01:22.335,Article,,,Conference contribution,2023,Open,Cross-layer scheduling | 5G | 2023 OA procedure | Social VR | Application-level performance,2024-02-05 14:12:01.016,Scopus,"IEEE Wireless Communications and Networking Conference, WCNC 2023",,,3085769 | 320969755,IEEE,Not set,,,,,
330867809,,,,The psychology of resilience: empowering athletes with a potential risk of experiencing sexual violence in sports,"Haandrikman, Marleen Johanna Maria | Oostinga, Miriam Sharon Daniëlle | van Veldhoven, Nicolette","Fokkens, Annemiek | Haandrikman, Marleen J.M. | Oostinga, Miriam S.D. | Schipper-van Veldhoven, Nicolette","Digital Society Institute | Human Media Interaction | Psychology of Conflict, Risk and Safety",https://doi.org/10.5772/intechopen.113960,,25,,0.0,2023-12-05 13:14:41.967,,,,Chapter,2024,Open,resilience | sexual violence | safeguarding | safe sports climate | empowering | interpersonal violence | biopsychosocial profile,2023-12-12 16:13:58.379,,,,,3106570 | 252635589 | 283505398,IntechOpen,Not set,,,,,
330763350,2023-12-03,2023-12-01,2023-12-03,Designing digital nature for older adults,"Ben Allouch, Soumaya  | van Houwelingen - Snippe, Josca | van Rompay, Thomas Johannes Lucas","Ben Allouch, Somaya | van Houwelingen - Snippe, Josca | van Rompay, Thomas J.L.",Communication Science | Human Media Interaction,https://doi.org/10.1177/20552076231218504,,,1-14,0.0,2023-12-04 09:33:43.422,Article,,,Article,2023,Open,Social well-being | Digital nature | Social connectedness | Digital interactions | Older adults,2024-01-19 09:07:06.226,Scopus,,Digital Health,2055-2076,3031193 | 3134712 | 27193776,,True,Sage,,,,
330397218,2023-12-11,2023-12-11,,The Relationship between Nociceptive Detection Thresholds and Pressure-and Electrical Pain Thresholds,"Berfelo, Tom | Buitenweg, Jan R. | Jansen, Niels | Vonkeman, Harald Erwin | ten Klooster, Peter M. | van den Berg, Boudewijn","Berfelo, Tom | Buitenweg, Jan R. | Jansen, Niels | Krabbenbos, Imre P. | Vonkeman, Harald E. | ten Klooster, Peter M. | van den Berg, Boudewijn","Biomedical Signals and Systems | Datamanagement & Biometrics | Psychology, Health & Technology | TechMed Centre",https://doi.org/10.1109/EMBC40787.2023.10340755,http://www.scopus.com/inward/record.url?scp=85179639284&partnerID=8YFLogxK,4,,0.0,2023-12-01 14:38:43.297,Article,,,Conference contribution,2023,Open,Electric variables measurement | Pain | Arthritis | Biology | Correlation | Pressure measurement,2024-01-18 11:34:18.214,Scopus,"45th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBC 2023",,,3014695 | 3040277 | 3091194 | 25806702 | 67475645 | 94495712,IEEE,Not set,,,,,
